Date;Time;Temp_C;Hum;Press_Bar;TempCabine_C;Charge;SR_Wm2;WindPeak_ms;WindSpeed_Inst;WindSpeed_Avg;WindDir_Inst;WindDir_Avg;Estacao
02/04/2025;15:00;24.82;43.9;1007.02;19.59;12.89;762.49;8.2;4.77;7.72;232.53;214.52;A;
02/04/2025;15:10;20.7;52.61;1016.33;29.49;12.5;859.89;1.71;1.78;6.61;284.68;262.59;A;
02/04/2025;15:20;27.54;35.46;1008.77;20.58;13.04;248.61;0.3;5.15;6.59;259.04;211.61;A;
02/04/2025;15:30;16.57;31.92;1017.12;28.89;12.93;703.8;9.63;6.78;9.67;206.97;245.81;A;
02/04/2025;15:40;35.2;68.61;1013.89;22.06;13.09;302.22;12.0;6.36;8.13;108.13;280.21;A;
02/04/2025;15:50;28.08;40.27;1023.63;16.45;13.02;273.39;7.17;6.07;1.28;86.2;236.24;A;
02/04/2025;16:00;15.59;82.03;1013.21;24.48;13.11;311.58;3.31;4.35;1.09;62.5;201.98;A;
02/04/2025;16:10;18.94;65.23;1014.93;17.14;12.94;786.48;11.62;4.57;3.16;153.62;352.62;A;
02/04/2025;16:20;23.41;40.92;1009.46;12.33;12.87;333.11;1.99;3.41;3.15;140.94;7.66;A;
02/04/2025;16:30;29.35;47.25;1011.33;23.51;12.54;97.37;2.41;1.71;9.45;158.6;34.57;A;
02/04/2025;16:40;20.89;86.4;1009.89;28.74;13.02;198.61;2.71;5.83;1.69;196.12;172.13;A;
02/04/2025;16:50;20.96;85.95;1016.24;18.58;12.91;197.44;4.26;5.89;9.49;43.3;23.94;A;
02/04/2025;17:00;25.54;64.13;1017.68;21.49;12.67;210.41;7.86;9.01;5.56;165.28;250.5;A;
02/04/2025;17:10;21.03;60.73;1018.23;24.28;12.87;536.38;9.11;8.83;7.84;355.67;168.6;A;
02/04/2025;17:20;28.03;40.64;1017.27;20.64;13.1;136.05;7.13;4.89;1.04;46.93;47.1;A;
02/04/2025;17:30;13.66;31.53;1010.29;29.55;12.6;636.09;3.08;4.99;3.84;303.66;87.41;A;
02/04/2025;17:40;30.19;65.88;1010.08;22.94;12.79;581.27;7.49;7.73;1.46;168.45;205.3;A;
02/04/2025;17:50;27.54;37.28;1007.2;27.46;12.54;569.46;3.96;8.84;5.37;129.56;18.55;A;
02/04/2025;18:00;25.33;58.35;1011.52;28.63;13.13;554.06;6.72;9.31;7.69;124.13;59.07;A;
02/04/2025;18:10;31.12;57.03;1020.57;22.29;12.51;858.04;7.15;4.56;0.59;97.79;145.72;A;
02/04/2025;18:20;22.04;37.5;1012.22;26.35;13.03;686.38;2.66;2.11;6.1;86.41;345.27;A;
02/04/2025;18:30;20.29;60.73;1009.69;22.11;12.91;683.7;2.08;4.52;7.67;117.58;200.1;A;
02/04/2025;18:40;25.45;53.77;1018.23;21.97;12.72;789.85;6.74;9.51;9.23;228.91;158.87;A;
02/04/2025;18:50;23.35;62.19;1010.71;30.88;12.76;97.31;4.6;4.63;2.85;344.52;114.51;A;
02/04/2025;19:00;18.2;88.5;1019.23;23.02;12.95;23.05;9.56;1.87;6.21;83.63;347.35;A;
02/04/2025;19:10;4.72;33.31;1013.9;26.66;12.88;499.62;5.38;6.07;7.63;50.96;348.17;A;
02/04/2025;19:20;22.08;42.2;1014.19;29.68;12.57;746.74;2.55;8.25;1.25;80.94;50.44;A;
02/04/2025;19:30;35.31;73.24;1009.33;25.72;12.83;713.19;6.8;3.08;0.48;89.7;158.44;A;
02/04/2025;19:40;23.43;46.58;1013.88;22.63;12.72;431.02;1.22;6.07;6.94;55.01;61.35;A;
02/04/2025;19:50;17.28;46.46;1017.92;21.7;12.71;821.43;11.83;8.48;1.46;220.52;194.72;A;
02/04/2025;20:00;16.95;78.42;1003.93;24.74;12.79;398.24;10.79;2.92;6.7;123.5;348.21;A;
02/04/2025;20:10;16.09;41.97;1022.46;25.63;12.55;264.08;11.48;8.81;5.24;12.32;280.6;A;
02/04/2025;20:20;25.79;72.54;1022.83;22.09;13.03;802.39;5.16;1.25;2.91;353.3;113.43;A;
02/04/2025;20:30;20.3;49.59;1012.21;17.6;12.99;689.83;11.59;9.78;8.88;246.58;30.05;A;
02/04/2025;20:40;27.67;49.69;1007.25;26.13;12.94;753.06;4.45;2.82;3.2;140.96;184.08;A;
02/04/2025;20:50;24.54;50.14;1027.88;19.95;12.93;92.59;9.1;6.17;4.12;58.89;11.36;A;
02/04/2025;21:00;23.17;74.36;1010.85;26.36;12.74;516.52;8.2;7.34;0.86;181.72;280.31;A;
02/04/2025;21:10;15.7;35.35;1025.93;20.15;12.89;55.64;10.31;6.33;1.42;44.45;267.88;A;
02/04/2025;21:20;15.9;43.7;1010.68;24.55;12.74;256.94;0.35;3.81;0.72;63.5;264.21;A;
02/04/2025;21:30;20.76;65.07;1013.95;24.2;12.69;546.64;2.88;1.57;3.89;241.17;38.47;A;
02/04/2025;21:40;20.87;48.16;1008.37;23.7;12.59;622.77;0.91;9.4;4.31;201.81;308.59;A;
02/04/2025;21:50;14.43;64.2;1016.14;19.51;12.51;499.06;9.49;7.95;5.38;264.51;198.13;A;
02/04/2025;22:00;24.88;49.28;1015.71;25.61;13.13;668.34;8.02;9.96;9.5;172.71;157.64;A;
02/04/2025;22:10;14.73;49.16;1014.2;19.3;13.0;330.5;8.78;9.4;4.33;136.2;153.48;A;
02/04/2025;22:20;20.74;80.97;1012.18;27.1;12.58;870.42;3.67;8.7;6.58;132.25;42.94;A;
02/04/2025;22:30;21.04;81.63;1018.29;22.07;12.61;677.76;11.84;1.99;1.59;88.55;358.67;A;
02/04/2025;22:40;21.65;82.47;1016.28;29.84;12.84;794.64;11.85;7.43;3.61;274.49;292.89;A;
02/04/2025;22:50;18.83;65.16;1027.81;25.9;12.84;101.58;7.06;3.42;3.04;350.06;47.58;A;
02/04/2025;23:00;27.83;30.52;1011.66;21.13;12.64;779.51;2.37;5.45;7.36;148.55;39.02;A;
02/04/2025;23:10;18.49;37.22;1022.57;23.02;12.64;812.9;4.43;0.44;3.88;272.43;180.32;A;
02/04/2025;23:20;29.54;36.38;1017.04;23.51;12.58;850.48;1.19;6.85;0.15;164.66;74.13;A;
02/04/2025;23:30;15.5;81.84;1016.58;29.23;12.88;682.0;6.28;3.61;7.86;210.31;211.24;A;
02/04/2025;23:40;12.08;77.27;1019.8;26.66;12.98;201.81;3.84;5.95;8.84;95.65;34.04;A;
02/04/2025;23:50;27.45;53.31;1016.03;27.62;13.08;231.32;2.6;2.8;2.95;32.19;280.92;A;
03/04/2025;00:00;16.35;84.62;1013.53;21.74;12.87;212.09;5.39;7.32;3.19;31.43;52.02;A;
03/04/2025;00:10;22.51;78.16;1014.87;19.59;12.74;32.44;11.9;3.18;7.8;152.76;106.67;A;
03/04/2025;00:20;24.42;46.85;1018.98;27.74;12.84;127.58;6.84;4.89;3.07;281.54;39.33;A;
03/04/2025;00:30;14.72;30.47;1020.97;20.66;13.11;76.34;7.49;2.76;5.18;230.2;257.71;A;
03/04/2025;00:40;37.66;83.8;1021.36;22.54;13.16;57.59;5.57;3.19;7.68;244.17;313.71;A;
03/04/2025;00:50;19.61;87.47;1011.71;19.17;12.61;228.78;11.16;8.68;7.19;118.69;91.22;A;
03/04/2025;01:00;22.23;88.77;1019.94;24.2;12.72;185.32;4.08;6.64;5.51;40.86;289.93;A;
03/04/2025;01:10;22.43;51.04;1014.39;19.99;13.04;576.39;3.25;5.82;1.64;123.69;164.57;A;
03/04/2025;01:20;24.12;61.81;1015.43;21.57;12.79;65.67;11.51;0.29;3.89;255.91;223.0;A;
03/04/2025;01:30;10.44;51.1;1006.8;22.07;12.7;768.41;5.2;5.19;3.26;309.82;177.85;A;
03/04/2025;01:40;30.09;69.11;1009.75;29.57;12.95;392.11;8.05;1.39;7.89;258.13;41.42;A;
03/04/2025;01:50;17.13;34.15;1021.16;26.99;13.06;629.25;6.12;2.74;7.33;151.37;46.94;A;
03/04/2025;02:00;27.7;49.04;1006.72;27.81;12.6;308.23;8.71;5.18;8.37;120.38;277.37;A;
03/04/2025;02:10;8.96;66.06;1019.54;26.62;12.98;781.95;3.45;1.88;8.56;337.96;347.38;A;
03/04/2025;02:20;28.09;36.99;1012.88;27.5;13.12;145.02;4.19;8.46;8.22;346.94;63.59;A;
03/04/2025;02:30;14.56;46.79;1010.42;18.98;12.61;494.04;8.67;9.97;5.41;172.8;295.61;A;
03/04/2025;02:40;15.46;61.91;1019.3;22.63;12.68;38.36;0.22;9.31;5.96;184.82;20.99;A;
03/04/2025;02:50;12.95;72.95;1023.16;23.45;12.75;414.37;5.36;1.95;0.77;41.93;217.78;A;
03/04/2025;03:00;19.43;67.7;1010.38;16.86;13.01;123.89;4.41;2.36;2.91;264.91;160.26;A;
03/04/2025;03:10;22.46;32.3;1006.94;28.38;12.88;193.29;5.49;7.74;9.62;48.21;89.87;A;
03/04/2025;03:20;19.4;56.73;1016.42;23.19;13.17;690.82;10.61;0.05;7.05;187.03;224.62;A;
03/04/2025;03:30;19.35;85.2;1010.48;20.49;13.09;11.81;0.1;4.46;2.37;80.62;103.62;A;
03/04/2025;03:40;17.8;82.04;1015.55;21.88;13.03;755.49;7.56;2.99;0.97;40.56;34.24;A;
03/04/2025;03:50;18.8;49.55;1009.14;23.02;12.73;876.94;1.89;6.71;2.67;337.88;139.78;A;
03/04/2025;04:00;28.27;74.51;1014.9;23.11;13.06;831.09;3.95;3.85;8.3;248.8;1.13;A;
03/04/2025;04:10;21.55;84.58;1011.67;23.58;13.13;323.32;0.36;6.39;3.81;78.11;355.01;A;
03/04/2025;04:20;17.31;44.56;1016.3;27.26;12.59;196.13;1.54;5.78;4.19;279.61;209.8;A;
03/04/2025;04:30;13.43;70.25;1009.56;25.3;13.15;360.04;7.61;0.17;5.15;150.65;20.79;A;
03/04/2025;04:40;16.18;54.51;1015.47;23.29;12.94;28.74;0.44;3.14;2.55;37.8;239.11;A;
03/04/2025;04:50;23.63;34.54;1007.57;28.56;13.05;668.74;1.47;8.18;0.63;4.73;228.2;A;
03/04/2025;05:00;23.13;80.55;1015.84;24.72;12.84;679.2;7.11;4.45;6.91;280.66;43.19;A;
03/04/2025;05:10;23.63;60.48;1021.89;23.44;12.97;530.56;10.89;1.32;0.83;315.76;315.5;A;
03/04/2025;05:20;23.17;76.67;1016.21;22.85;12.63;824.09;0.4;3.42;2.91;352.73;10.93;A;
03/04/2025;05:30;26.84;65.56;1021.11;25.79;12.53;346.97;7.54;1.56;0.15;255.38;98.68;A;
03/04/2025;05:40;28.71;44.32;1008.88;20.34;13.12;256.83;8.61;6.84;7.18;328.63;57.81;A;
03/04/2025;05:50;30.32;38.26;1007.49;22.13;12.74;626.0;8.83;3.18;1.38;183.41;61.08;A;
03/04/2025;06:00;28.52;35.56;1015.44;15.26;12.65;97.8;10.82;1.24;6.62;194.75;197.8;A;
03/04/2025;06:10;20.81;81.08;1019.51;19.91;12.54;725.27;11.67;7.41;1.03;140.51;254.66;A;
03/04/2025;06:20;23.56;86.93;1013.36;30.58;13.11;742.53;10.85;6.98;2.63;55.56;286.69;A;
03/04/2025;06:30;19.62;35.56;1003.38;21.76;12.83;312.49;6.38;6.44;0.83;231.66;238.19;A;
03/04/2025;06:40;14.34;74.67;1014.1;23.3;13.1;863.34;1.53;2.91;9.84;94.76;312.06;A;
03/04/2025;06:50;26.32;32.97;1013.15;23.47;12.9;142.37;8.06;4.9;7.34;17.41;274.97;A;
03/04/2025;07:00;29.26;39.09;1015.65;27.04;12.53;617.77;2.12;3.69;8.43;334.2;277.01;A;
03/04/2025;07:10;27.66;57.16;1015.59;20.98;12.53;394.46;7.61;1.58;1.48;273.0;316.54;A;
03/04/2025;07:20;18.16;69.31;1017.51;30.4;12.94;654.42;6.66;6.0;4.31;260.85;66.11;A;
03/04/2025;07:30;30.17;68.36;1017.06;27.36;13.0;699.24;4.92;8.66;7.59;15.85;48.38;A;
03/04/2025;07:40;19.44;38.37;1009.3;26.49;13.16;275.94;5.04;4.82;2.01;274.76;122.47;A;
03/04/2025;07:50;16.43;54.4;1018.84;22.29;12.8;765.54;2.65;0.39;0.42;57.35;105.45;A;
03/04/2025;08:00;22.84;36.78;1018.09;24.33;12.88;87.35;10.27;4.09;1.17;61.44;277.22;A;
03/04/2025;08:10;9.34;45.18;1010.55;25.36;13.08;135.35;4.43;6.76;9.09;103.52;73.15;A;
03/04/2025;08:20;15.55;77.39;1019.97;31.93;12.73;95.73;5.91;3.43;5.79;42.69;215.05;A;
03/04/2025;08:30;13.16;65.66;1018.83;24.42;12.68;190.15;11.09;9.91;1.76;327.57;218.09;A;
03/04/2025;08:40;12.64;34.11;1016.91;16.31;12.94;619.43;11.41;1.97;7.16;282.44;234.17;A;
03/04/2025;08:50;19.94;87.23;1002.7;29.67;13.13;790.32;6.53;7.06;5.34;111.5;58.05;A;
03/04/2025;09:00;26.9;73.22;1012.38;20.27;12.72;455.51;7.8;6.62;6.28;46.43;194.71;A;
03/04/2025;09:10;8.23;88.3;1014.67;25.17;12.84;542.87;4.48;1.35;1.75;320.1;133.91;A;
03/04/2025;09:20;10.39;34.77;1019.61;23.62;13.19;52.72;7.59;4.98;9.23;59.66;291.56;A;
03/04/2025;09:30;17.7;55.74;1020.34;20.17;12.71;277.52;3.32;2.31;5.98;80.0;329.43;A;
03/04/2025;09:40;28.54;62.75;1011.74;23.34;12.85;861.1;3.19;3.4;8.34;124.62;50.48;A;
03/04/2025;09:50;17.4;37.45;1013.56;25.11;12.54;518.2;7.89;7.82;6.25;188.66;85.65;A;
03/04/2025;10:00;14.81;81.35;1009.88;25.46;12.52;843.11;1.23;1.33;8.4;285.05;156.14;A;
03/04/2025;10:10;26.35;49.89;1014.57;21.11;12.83;731.56;4.89;7.19;2.58;203.82;60.85;A;
03/04/2025;10:20;27.88;43.26;1019.04;27.34;13.02;394.14;11.01;3.35;7.98;37.36;144.6;A;
03/04/2025;10:30;30.37;40.9;1011.02;21.55;12.6;584.4;0.27;4.09;2.58;207.48;17.91;A;
03/04/2025;10:40;26.15;79.44;1018.68;27.31;12.93;834.05;5.91;7.66;0.87;41.07;248.77;A;
03/04/2025;10:50;28.75;48.48;1016.3;31.02;13.1;703.62;7.92;3.55;0.29;44.39;163.71;A;
03/04/2025;11:00;28.59;50.13;1013.97;24.13;13.14;480.21;2.63;4.24;0.94;265.01;119.32;A;
03/04/2025;11:10;18.94;62.82;1024.77;18.14;12.86;849.11;11.29;6.2;2.1;79.29;141.49;A;
03/04/2025;11:20;37.61;75.27;1010.24;19.84;12.63;454.41;4.99;7.8;8.24;215.14;298.58;A;
03/04/2025;11:30;23.11;56.15;1014.35;25.56;13.02;421.37;8.12;8.22;3.37;316.85;295.99;A;
03/04/2025;11:40;22.8;79.36;1002.31;28.51;12.6;292.6;0.61;1.51;5.7;43.31;147.88;A;
03/04/2025;11:50;18.44;44.22;1017.37;24.19;12.57;674.27;5.17;4.96;2.22;28.98;345.6;A;
03/04/2025;12:00;25.42;50.16;1004.6;23.21;13.19;847.15;4.37;5.32;1.79;100.01;94.64;A;
03/04/2025;12:10;13.0;32.8;1016.11;25.39;12.74;174.66;10.75;4.94;6.32;328.11;17.53;A;
03/04/2025;12:20;24.55;51.09;1018.5;24.65;13.15;847.63;2.14;5.61;8.0;147.1;212.73;A;
03/04/2025;12:30;23.98;73.28;1024.79;27.21;12.56;217.89;1.05;5.36;3.07;302.88;29.94;A;
03/04/2025;12:40;27.82;57.44;1016.47;20.74;12.86;202.84;1.47;7.17;3.19;98.59;335.44;A;
03/04/2025;12:50;17.85;40.59;1019.78;25.32;12.67;759.05;0.67;1.8;8.02;0.82;356.24;A;
03/04/2025;13:00;18.58;76.74;1005.94;26.95;13.1;72.13;10.63;2.31;1.29;42.82;153.63;A;
03/04/2025;13:10;22.07;54.28;1027.43;22.25;12.57;876.22;11.74;8.03;0.66;19.04;295.48;A;
03/04/2025;13:20;22.38;73.9;1021.2;19.92;13.16;344.14;6.05;8.36;1.56;213.11;276.78;A;
03/04/2025;13:30;14.67;43.62;1016.52;20.84;12.72;824.83;8.63;6.14;7.25;266.95;55.63;A;
03/04/2025;13:40;15.35;47.4;1020.79;26.68;12.83;95.72;8.91;8.12;6.89;9.23;355.28;A;
03/04/2025;13:50;19.87;80.45;1006.76;21.05;13.05;478.25;8.68;5.0;6.19;290.99;201.72;A;
03/04/2025;14:00;20.48;74.09;1016.98;18.79;12.67;713.0;4.24;2.9;5.35;149.5;243.59;A;
03/04/2025;14:10;11.5;69.29;1019.02;20.34;12.86;496.19;7.86;4.31;3.67;267.98;115.23;A;
03/04/2025;14:20;21.88;55.03;1011.64;28.09;13.02;331.74;2.26;9.92;0.09;21.58;60.83;A;
03/04/2025;14:30;31.89;47.65;1011.91;23.8;12.85;24.49;6.08;2.07;7.76;1.92;264.99;A;
03/04/2025;14:40;19.57;51.29;1004.55;24.33;12.96;49.79;10.73;6.39;4.89;303.17;218.24;A;
03/04/2025;14:50;18.79;31.29;1012.72;19.57;13.15;802.61;8.13;2.96;9.86;268.9;328.58;A;
03/04/2025;15:00;20.95;61.37;1006.85;21.66;12.63;849.87;7.46;0.93;8.91;102.21;266.56;A;
03/04/2025;15:10;28.93;84.29;1013.8;23.26;12.84;442.62;2.49;4.56;0.35;209.25;92.15;A;
03/04/2025;15:20;22.25;52.11;1011.65;23.06;12.69;745.28;3.0;3.31;4.8;82.76;59.98;A;
03/04/2025;15:30;26.2;53.64;1005.86;14.62;12.57;410.33;5.71;1.62;0.13;116.79;355.71;A;
03/04/2025;15:40;18.59;69.45;1018.89;35.47;12.61;633.85;8.22;4.43;7.13;216.05;281.12;A;
03/04/2025;15:50;20.19;65.4;1010.13;21.08;13.02;726.96;5.1;5.78;9.65;130.8;57.02;A;
03/04/2025;16:00;21.75;71.32;1013.17;24.84;12.93;37.65;0.05;1.82;7.11;338.48;315.25;A;
03/04/2025;16:10;18.67;42.3;1010.04;28.45;13.13;560.84;8.62;1.33;6.9;196.87;357.05;A;
03/04/2025;16:20;18.02;49.8;1008.86;23.81;12.64;429.09;6.35;3.11;0.89;261.06;315.98;A;
03/04/2025;16:30;12.35;75.05;1007.86;27.14;13.0;194.03;0.02;0.53;8.59;55.65;132.63;A;
03/04/2025;16:40;26.19;54.9;1004.98;26.29;13.13;404.95;2.01;7.18;8.91;149.22;178.06;A;
03/04/2025;16:50;20.07;73.31;1023.31;18.74;12.9;440.99;5.79;8.11;2.59;206.41;316.42;A;
03/04/2025;17:00;16.63;32.64;1012.15;28.36;12.9;648.52;10.95;2.59;0.13;228.55;200.59;A;
03/04/2025;17:10;21.93;62.73;1011.66;29.31;13.13;269.73;6.92;9.38;2.09;125.06;96.56;A;
03/04/2025;17:20;26.54;64.35;1022.29;22.79;13.12;599.16;9.65;8.75;9.18;178.77;3.52;A;
03/04/2025;17:30;16.46;45.29;1009.46;22.02;12.86;445.29;3.61;6.14;4.67;278.49;74.74;A;
03/04/2025;17:40;17.61;47.62;1014.58;22.31;12.61;731.14;3.45;1.56;5.61;314.79;199.85;A;
03/04/2025;17:50;26.35;76.78;1018.52;18.35;12.67;268.44;8.54;8.18;1.59;1.9;235.05;A;
03/04/2025;18:00;31.11;64.97;1018.77;23.91;13.06;697.7;7.34;6.81;6.63;306.95;268.26;A;
03/04/2025;18:10;19.49;87.34;1017.93;15.76;13.09;742.17;11.91;5.27;7.45;103.65;52.89;A;
03/04/2025;18:20;25.63;57.79;1011.27;18.39;12.84;280.09;5.76;9.7;7.62;324.26;249.24;A;
03/04/2025;18:30;27.06;44.75;1016.22;23.28;12.66;846.35;11.48;6.21;4.53;123.32;271.09;A;
03/04/2025;18:40;17.99;89.15;1018.65;29.94;13.05;477.66;7.73;0.66;7.44;249.91;242.94;A;
03/04/2025;18:50;32.78;52.08;1015.1;23.25;12.72;177.86;11.21;3.49;1.55;277.54;184.89;A;
03/04/2025;19:00;23.36;39.44;1017.38;28.32;12.74;86.04;6.28;9.27;2.2;239.26;207.12;A;
03/04/2025;19:10;15.55;63.19;1007.27;22.39;12.6;645.82;2.29;9.31;6.45;43.13;137.81;A;
03/04/2025;19:20;23.91;54.01;1011.09;20.09;12.7;239.11;10.72;0.83;2.15;305.77;226.21;A;
03/04/2025;19:30;27.0;47.78;1013.65;24.82;12.57;330.27;0.14;4.25;1.18;89.52;10.55;A;
03/04/2025;19:40;17.37;55.1;1013.06;26.54;12.97;367.15;5.01;9.03;5.01;136.92;328.17;A;
03/04/2025;19:50;15.23;85.51;1010.65;24.36;12.7;372.97;4.54;9.38;2.4;201.58;48.67;A;
03/04/2025;20:00;13.22;73.71;1019.09;27.71;12.78;471.28;5.09;0.32;0.42;209.42;265.47;A;
03/04/2025;20:10;33.52;83.5;1013.17;21.02;12.71;432.46;2.22;7.45;9.31;88.77;190.24;A;
03/04/2025;20:20;34.22;32.08;1022.44;27.9;13.08;808.5;8.97;5.61;8.74;192.72;51.36;A;
03/04/2025;20:30;5.25;63.81;1011.1;25.23;13.02;457.42;4.61;3.33;1.82;69.79;318.47;A;
03/04/2025;20:40;9.86;47.17;1011.26;22.63;12.97;607.3;9.27;3.91;3.83;170.52;15.52;A;
03/04/2025;20:50;22.74;85.64;1019.25;24.55;12.71;553.93;11.96;7.99;7.52;221.49;138.95;A;
03/04/2025;21:00;23.99;57.23;1010.92;21.66;12.56;221.61;6.57;7.34;0.45;310.48;104.72;A;
03/04/2025;21:10;7.47;85.14;1014.28;24.38;12.54;515.93;2.2;9.52;7.75;23.44;207.78;A;
03/04/2025;21:20;27.02;63.76;1017.75;23.38;12.57;364.83;8.3;2.45;8.39;328.65;167.2;A;
03/04/2025;21:30;22.09;88.75;1008.76;32.54;13.03;415.74;2.16;0.06;1.38;162.04;96.03;A;
03/04/2025;21:40;24.83;87.38;1008.23;23.28;12.68;738.27;0.27;5.51;1.77;50.75;91.49;A;
03/04/2025;21:50;14.66;55.23;1005.72;27.44;12.52;222.74;0.31;9.05;5.87;165.3;130.28;A;
03/04/2025;22:00;30.53;39.74;1017.61;27.69;12.72;724.18;7.27;2.48;1.87;12.03;107.91;A;
03/04/2025;22:10;18.94;57.03;1015.92;26.56;13.03;22.19;6.88;7.9;9.0;54.79;23.77;A;
03/04/2025;22:20;19.58;40.77;1019.33;19.68;12.73;880.47;10.87;5.83;0.83;18.11;163.77;A;
03/04/2025;22:30;26.53;40.99;1020.93;22.75;13.09;260.0;7.0;1.07;6.55;265.74;283.36;A;
03/04/2025;22:40;20.53;60.36;1019.55;21.82;12.84;644.83;9.35;2.83;7.49;341.6;48.69;A;
03/04/2025;22:50;30.94;87.75;1013.32;23.44;12.74;2.4;4.3;8.5;7.48;349.96;24.19;A;
03/04/2025;23:00;18.2;58.37;1012.09;21.72;12.57;300.06;6.77;8.46;9.88;19.44;223.63;A;
03/04/2025;23:10;13.06;53.38;1014.14;23.08;12.77;239.66;6.14;8.83;8.32;286.31;330.09;A;
03/04/2025;23:20;22.45;89.24;1018.04;27.79;12.66;28.75;3.41;2.27;4.94;318.88;40.51;A;
03/04/2025;23:30;23.58;58.31;1008.63;17.71;12.56;450.14;4.92;7.36;6.98;289.42;64.42;A;
03/04/2025;23:40;29.42;35.22;1014.88;15.56;12.76;635.87;3.79;7.14;1.71;211.0;345.31;A;
03/04/2025;23:50;21.91;89.65;1014.09;30.8;12.82;275.7;10.88;1.87;7.61;258.79;75.97;A;
04/04/2025;00:00;16.46;83.53;1009.6;25.14;12.79;65.25;4.35;3.28;8.03;162.94;301.43;A;
04/04/2025;00:10;28.98;55.07;1018.63;26.29;13.12;778.38;6.02;5.12;5.26;306.82;195.5;A;
04/04/2025;00:20;26.92;60.81;1023.74;23.6;13.04;763.79;6.98;8.84;7.24;169.99;229.0;A;
04/04/2025;00:30;29.11;79.85;1009.55;23.35;12.68;559.44;3.84;0.02;3.71;267.66;264.44;A;
04/04/2025;00:40;20.16;40.49;1016.0;30.19;12.62;593.09;5.76;5.92;6.65;229.63;235.13;A;
04/04/2025;00:50;26.12;76.89;1020.13;22.48;13.08;140.19;6.25;1.86;2.18;78.65;284.12;A;
04/04/2025;01:00;15.55;38.57;1011.79;27.51;12.63;587.41;3.1;1.58;6.36;26.99;232.36;A;
04/04/2025;01:10;25.36;34.46;1017.49;27.83;13.09;726.66;10.82;4.3;0.47;191.2;12.1;A;
04/04/2025;01:20;13.07;59.52;1008.85;16.27;12.87;340.73;6.95;2.4;7.04;290.07;14.73;A;
04/04/2025;01:30;15.24;75.95;1006.04;28.47;12.74;701.19;7.62;1.77;6.01;296.36;217.27;A;
04/04/2025;01:40;18.38;69.34;1012.87;27.93;13.16;890.89;5.76;4.4;6.94;5.54;308.61;A;
04/04/2025;01:50;28.17;48.2;1012.56;26.41;13.07;802.58;11.3;9.73;0.54;165.53;278.28;A;
04/04/2025;02:00;18.51;60.53;1008.68;27.34;12.76;363.49;9.38;1.78;3.56;130.15;77.54;A;
04/04/2025;02:10;21.66;67.67;1015.63;25.84;12.63;869.09;8.86;0.7;9.19;129.06;325.82;A;
04/04/2025;02:20;13.27;71.8;1019.89;24.39;12.73;393.57;6.31;4.71;6.65;82.29;354.41;A;
04/04/2025;02:30;16.73;58.13;1008.42;24.68;12.66;789.0;3.78;7.67;7.7;60.45;231.42;A;
04/04/2025;02:40;27.36;30.03;1015.9;24.84;12.69;11.89;11.9;9.69;4.0;173.36;191.47;A;
04/04/2025;02:50;25.88;84.52;1011.53;17.73;13.15;625.36;5.99;5.72;4.1;306.83;28.77;A;
04/04/2025;03:00;18.04;84.94;1015.66;19.75;12.53;494.7;5.21;2.25;8.41;299.3;214.03;A;
04/04/2025;03:10;17.81;70.28;1020.27;21.83;13.02;547.82;6.56;9.54;8.31;58.57;184.56;A;
04/04/2025;03:20;25.08;43.03;1013.87;30.04;12.63;655.23;7.86;8.37;7.88;159.99;194.06;A;
04/04/2025;03:30;16.99;37.77;1016.4;22.21;13.19;706.31;9.33;6.62;9.48;134.76;215.78;A;
04/04/2025;03:40;21.96;85.88;1010.14;24.9;13.05;122.41;7.56;9.01;0.86;14.19;269.0;A;
04/04/2025;03:50;24.8;87.31;1018.11;24.32;13.06;515.8;7.67;2.38;2.19;120.41;222.58;A;
04/04/2025;04:00;14.76;65.55;1018.38;27.21;13.03;689.69;11.38;4.67;6.76;86.09;273.79;A;
04/04/2025;04:10;32.0;37.0;1013.12;27.61;12.89;52.1;0.39;7.45;8.19;51.67;319.63;A;
04/04/2025;04:20;24.24;71.55;1016.21;16.16;12.9;546.34;9.75;0.32;9.8;25.8;309.6;A;
04/04/2025;04:30;26.28;76.49;1010.23;31.46;13.03;501.21;2.15;8.35;1.43;105.31;196.6;A;
04/04/2025;04:40;26.73;43.55;1016.17;24.83;12.91;321.09;8.69;4.78;4.74;277.66;34.0;A;
04/04/2025;04:50;19.65;44.29;1016.7;22.52;12.88;86.64;11.55;5.69;8.16;18.48;124.44;A;
04/04/2025;05:00;34.94;60.65;1017.11;24.33;12.67;191.1;5.46;0.01;7.58;244.85;99.37;A;
04/04/2025;05:10;24.07;59.56;1005.07;30.35;12.84;751.33;7.08;6.48;5.34;275.59;153.24;A;
04/04/2025;05:20;25.17;73.32;1010.25;21.08;12.69;377.64;8.6;4.18;3.45;154.8;260.61;A;
04/04/2025;05:30;18.5;46.15;1022.21;26.2;12.91;493.54;1.12;3.51;4.97;259.9;291.17;A;
04/04/2025;05:40;15.92;70.47;1020.38;23.34;12.89;26.46;7.5;4.27;5.63;232.9;177.86;A;
04/04/2025;05:50;17.02;54.54;1018.97;28.68;13.02;782.21;4.52;7.2;1.5;175.29;85.44;A;
04/04/2025;06:00;27.99;70.78;1011.33;19.61;12.71;426.75;11.22;4.17;8.36;336.19;318.31;A;
